,LineId,Time,Level,Content,EventId,EventTemplate
1112,1113,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1113,1114,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1114,1115,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2866 in scoreboard slot 7,48133bebec54faf39138b85246197ba6,k2_init() Found <*>66 in scoreboard <*>
1115,1116,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2867 in scoreboard slot 8,8824cb443edc451928d41cff9f7a960b,k2_init() Found <*>67 in scoreboard <*>
1116,1117,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2865 in scoreboard slot 9,85359840cc41347a3678355507b917f1,k2_init() Found <*>65 in scoreboard <*>
1117,1118,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2864 in scoreboard slot 6,478058f40eaa53c0113fd0b885665efe,k2_init() Found <*>64 in scoreboard <*>
1118,1119,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1119,1120,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1120,1121,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1121,1122,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1122,1123,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1123,1124,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1124,1125,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1125,1126,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1126,1127,Mon Dec 05 04:00:55 2005,notice,jk2_init() Found child 2877 in scoreboard slot 10,338a33dfffa89182158f0d1c4e776953,k2_init() Found <*>77 in scoreboard <*>
1127,1128,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2883 in scoreboard slot 9,d034996b2d6a01602fa38c5f1d997442,k2_init() Found <*>83 in scoreboard <*>
1128,1129,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2878 in scoreboard slot 7,35d204c35b42332d294388e24f2f00e5,k2_init() Found <*>78 in scoreboard <*>
1129,1130,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2880 in scoreboard slot 8,5885824d252ee7c518c98babc27651b3,k2_init() Found <*>80 in scoreboard <*>
1130,1131,Mon Dec 05 04:01:18 2005,notice,jk2_init() Found child 2879 in scoreboard slot 6,fcc21bbb2f2b43b24ac29c8a86fd8f0d,k2_init() Found <*>79 in scoreboard <*>
1131,1132,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1132,1133,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1133,1134,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1134,1135,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1135,1136,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1136,1137,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1137,1138,Mon Dec 05 04:01:23 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1138,1139,Mon Dec 05 04:01:23 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1139,1140,Mon Dec 05 04:06:19 2005,notice,jk2_init() Found child 3667 in scoreboard slot 7,248a661415dbd9f0ad670c39375fea8f,k2_init() Found <*>667 in scoreboard <*>
1140,1141,Mon Dec 05 04:06:19 2005,notice,jk2_init() Found child 3669 in scoreboard slot 6,ed3e71d314a5c7b7c4d6af254498a02f,k2_init() Found <*>669 in scoreboard <*>
1141,1142,Mon Dec 05 04:06:27 2005,notice,jk2_init() Found child 3670 in scoreboard slot 8,6d1d44d3a1e6d224b5ed6ba925541faa,k2_init() Found <*>70 in scoreboard <*>
1142,1143,Mon Dec 05 04:06:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1143,1144,Mon Dec 05 04:06:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1144,1145,Mon Dec 05 04:06:45 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1145,1146,Mon Dec 05 04:06:45 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1146,1147,Mon Dec 05 04:07:23 2005,notice,jk2_init() Found child 3672 in scoreboard slot 7,811bde30d61f0d43ff092bf971c2905f,k2_init() Found <*>2 in scoreboard <*>
1147,1148,Mon Dec 05 04:07:37 2005,notice,jk2_init() Found child 3673 in scoreboard slot 6,9467d3335d04c84667f657b8401ba519,k2_init() Found <*>3 in scoreboard <*>
1148,1149,Mon Dec 05 04:07:48 2005,notice,jk2_init() Found child 3675 in scoreboard slot 9,18ebe6920be640d3d52f806c1bc2dd55,k2_init() Found <*>75 in scoreboard <*>
1149,1150,Mon Dec 05 04:07:48 2005,notice,jk2_init() Found child 3674 in scoreboard slot 8,843e5b48b2068ad6a34cceb08a5d4ef7,k2_init() Found <*>4 in scoreboard <*>
1150,1151,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3678 in scoreboard slot 8,aa94a6648d2636ddf80c901de6c82825,k2_init() Found <*>678 in scoreboard <*>
1151,1152,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3681 in scoreboard slot 6,33259366b8dd13cbbfa7e18f68f85634,k2_init() Found <*>1 in scoreboard <*>
1152,1153,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3679 in scoreboard slot 9,464ac373fec420ed3c338d1e053ddcdb,k2_init() Found <*>679 in scoreboard <*>
1153,1154,Mon Dec 05 04:08:37 2005,notice,jk2_init() Found child 3680 in scoreboard slot 7,5885824d252ee7c518c98babc27651b3,k2_init() Found <*>80 in scoreboard <*>
1154,1155,Mon Dec 05 04:08:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1155,1156,Mon Dec 05 04:09:32 2005,notice,jk2_init() Found child 3685 in scoreboard slot 6,8754bc6e8f5d56fdf4e2fd59b40ece70,k2_init() Found <*>685 in scoreboard <*>
1156,1157,Mon Dec 05 04:10:47 2005,notice,jk2_init() Found child 3698 in scoreboard slot 9,44efd3856c116ae1c26c269c3b3a091e,k2_init() Found <*>698 in scoreboard <*>
1157,1158,Mon Dec 05 04:10:47 2005,notice,jk2_init() Found child 3690 in scoreboard slot 6,a6843b0fef6bcf7469baff3ddccc747c,k2_init() Found <*>690 in scoreboard <*>
1158,1159,Mon Dec 05 04:10:47 2005,notice,jk2_init() Found child 3691 in scoreboard slot 8,33259366b8dd13cbbfa7e18f68f85634,k2_init() Found <*>1 in scoreboard <*>
1159,1160,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3744 in scoreboard slot 6,771b4903a8c56d461107a57572f58030,k2_init() Found <*>44 in scoreboard <*>
1160,1161,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3747 in scoreboard slot 8,7ae504526de8302aa1e2491b6b90ff24,k2_init() Found <*>47 in scoreboard <*>
1161,1162,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3754 in scoreboard slot 12,843e5b48b2068ad6a34cceb08a5d4ef7,k2_init() Found <*>4 in scoreboard <*>
1162,1163,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3755 in scoreboard slot 13,a9d7cb304ab91c4d70048f1d921aacdd,k2_init() Found <*>5 in scoreboard <*>
1163,1164,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3753 in scoreboard slot 10,9467d3335d04c84667f657b8401ba519,k2_init() Found <*>3 in scoreboard <*>
1164,1165,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3752 in scoreboard slot 9,811bde30d61f0d43ff092bf971c2905f,k2_init() Found <*>2 in scoreboard <*>
1165,1166,Mon Dec 05 04:13:54 2005,notice,jk2_init() Found child 3746 in scoreboard slot 7,b5210e857dcb29b84a04ce48df7d7ce3,k2_init() Found <*>46 in scoreboard <*>
1166,1167,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1167,1168,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1168,1169,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 9,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1169,1170,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1170,1171,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 8,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1171,1172,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1172,1173,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1173,1174,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1174,1175,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 9,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1175,1176,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1176,1177,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1177,1178,Mon Dec 05 04:14:00 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1178,1179,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 10,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1179,1180,Mon Dec 05 04:14:00 2005,error,mod_jk child workerEnv in error state 9,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1180,1181,Mon Dec 05 05:06:42 2005,notice,jk2_init() Found child 4596 in scoreboard slot 8,8fa0b8bd11af160504b915763f3d1456,k2_init() Found <*>596 in scoreboard <*>
1181,1182,Mon Dec 05 05:06:42 2005,notice,jk2_init() Found child 4595 in scoreboard slot 7,90e6b5eb1b945938ddde0f25790ee30f,k2_init() Found <*>595 in scoreboard <*>
1182,1183,Mon Dec 05 05:06:42 2005,notice,jk2_init() Found child 4594 in scoreboard slot 6,6ae8a2eb48f59d13d0604037489e0145,k2_init() Found <*>594 in scoreboard <*>
1183,1184,Mon Dec 05 05:06:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1184,1185,Mon Dec 05 05:06:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1185,1186,Mon Dec 05 05:06:47 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1186,1187,Mon Dec 05 05:06:47 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1187,1188,Mon Dec 05 05:06:47 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1188,1189,Mon Dec 05 05:06:47 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1189,1190,Mon Dec 05 05:11:04 2005,notice,jk2_init() Found child 4609 in scoreboard slot 7,715dd1f2203607f896949b08436e6a10,k2_init() Found <*>609 in scoreboard <*>
1190,1191,Mon Dec 05 05:11:04 2005,notice,jk2_init() Found child 4608 in scoreboard slot 6,f6e92fbe6bbc03fe61ade0c3e441614a,k2_init() Found <*>608 in scoreboard <*>
1191,1192,Mon Dec 05 05:11:34 2005,notice,jk2_init() Found child 4611 in scoreboard slot 9,99b11a6a73ba8480188ec9426ccc3095,k2_init() Found <*>11 in scoreboard <*>
1192,1193,Mon Dec 05 05:11:54 2005,notice,jk2_init() Found child 4613 in scoreboard slot 7,7ab5ceb364369fe8626f7fb61acfe230,k2_init() Found <*>13 in scoreboard <*>
1193,1194,Mon Dec 05 05:11:54 2005,notice,jk2_init() Found child 4612 in scoreboard slot 6,d6f23c136dd5760a7bab35b6f0d712ee,k2_init() Found <*>12 in scoreboard <*>
1194,1195,Mon Dec 05 05:12:32 2005,notice,jk2_init() Found child 4615 in scoreboard slot 9,1b3e415b5ecc61594fe8454b0321ab01,k2_init() Found <*>15 in scoreboard <*>
1195,1196,Mon Dec 05 05:12:56 2005,notice,jk2_init() Found child 4616 in scoreboard slot 6,e448952595cab34525ec7218d9858d64,k2_init() Found <*>16 in scoreboard <*>
1196,1197,Mon Dec 05 05:12:56 2005,notice,jk2_init() Found child 4617 in scoreboard slot 7,a039615eb526cb5f67109ed4a1e83ca9,k2_init() Found <*>17 in scoreboard <*>
1197,1198,Mon Dec 05 05:12:56 2005,notice,jk2_init() Found child 4618 in scoreboard slot 8,ab5b8eb4512eeab4e919ba2697e9ee65,k2_init() Found <*>18 in scoreboard <*>
1198,1199,Mon Dec 05 05:15:29 2005,notice,jk2_init() Found child 4634 in scoreboard slot 6,c9019a72d08ebb87084f1abe4f1dc74f,k2_init() Found <*>34 in scoreboard <*>
1199,1200,Mon Dec 05 05:15:29 2005,notice,jk2_init() Found child 4637 in scoreboard slot 7,02fdbdd77cbc5ad40367517a1ad192dc,k2_init() Found <*>37 in scoreboard <*>
1200,1201,Mon Dec 05 05:15:29 2005,notice,jk2_init() Found child 4631 in scoreboard slot 9,9401c66c24312b7c0d01c387a89d01b4,k2_init() Found <*>31 in scoreboard <*>
1201,1202,Mon Dec 05 05:15:29 2005,notice,jk2_init() Found child 4630 in scoreboard slot 8,a0aef6401ce937f511e7b5d123eb648a,k2_init() Found <*>30 in scoreboard <*>
1202,1203,Mon Dec 05 05:15:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1203,1204,Mon Dec 05 05:15:33 2005,error,mod_jk child workerEnv in error state 9,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1204,1205,Mon Dec 05 05:15:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1205,1206,Mon Dec 05 05:15:33 2005,error,mod_jk child workerEnv in error state 9,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1206,1207,Mon Dec 05 05:15:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1207,1208,Mon Dec 05 05:15:33 2005,error,mod_jk child workerEnv in error state 7,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1208,1209,Mon Dec 05 05:15:33 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1209,1210,Mon Dec 05 05:15:33 2005,error,mod_jk child workerEnv in error state 8,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1210,1211,Mon Dec 05 06:35:27 2005,notice,jk2_init() Found child 4820 in scoreboard slot 8,43e63f6625c4a31d7ebd937ee244662e,k2_init() Found <*>20 in scoreboard <*>
1211,1212,Mon Dec 05 06:35:27 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1212,1213,Mon Dec 05 06:35:27 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1213,1214,Mon Dec 05 06:36:58 2005,notice,jk2_init() Found child 4821 in scoreboard slot 10,f07ba80b8e7209c40ce6f86a690fc3aa,k2_init() Found <*>21 in scoreboard <*>
1214,1215,Mon Dec 05 06:36:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1215,1216,Mon Dec 05 06:36:58 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1216,1217,Mon Dec 05 06:36:59 2005,error,[client 221.232.178.24] Directory index forbidden by rule: /var/www/html/,ce2fcb2cf9e625608344dbc1d39155eb,<*>24] Directory index forbidden by rule<*>
1217,1218,Mon Dec 05 07:16:00 2005,notice,jk2_init() Found child 4893 in scoreboard slot 7,b6c7e3f732cad961552f4c13fc1dcc38,k2_init() Found <*>893 in scoreboard <*>
1218,1219,Mon Dec 05 07:16:00 2005,notice,jk2_init() Found child 4892 in scoreboard slot 6,956610352d002db293da75276e237970,k2_init() Found <*>892 in scoreboard <*>
1219,1220,Mon Dec 05 07:16:03 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1220,1221,Mon Dec 05 07:16:03 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1221,1222,Mon Dec 05 07:16:03 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1222,1223,Mon Dec 05 07:16:03 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1223,1224,Mon Dec 05 07:21:03 2005,notice,jk2_init() Found child 4907 in scoreboard slot 6,b84f45ff878d65d8c67149b1fbeb5b38,k2_init() Found <*>07 in scoreboard <*>
1224,1225,Mon Dec 05 07:21:02 2005,notice,jk2_init() Found child 4906 in scoreboard slot 9,5da6794cc3c59802ee0f81bd58da0d19,k2_init() Found <*>06 in scoreboard <*>
1225,1226,Mon Dec 05 07:21:02 2005,notice,jk2_init() Found child 4905 in scoreboard slot 8,c0cf7527a4baf9695167643cce1f7de1,k2_init() Found <*>05 in scoreboard <*>
1226,1227,Mon Dec 05 07:21:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1227,1228,Mon Dec 05 07:21:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1228,1229,Mon Dec 05 07:21:09 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1229,1230,Mon Dec 05 07:21:09 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1230,1231,Mon Dec 05 07:21:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1231,1232,Mon Dec 05 07:21:09 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1232,1233,Mon Dec 05 07:25:55 2005,notice,jk2_init() Found child 4916 in scoreboard slot 8,e448952595cab34525ec7218d9858d64,k2_init() Found <*>16 in scoreboard <*>
1233,1234,Mon Dec 05 07:25:55 2005,notice,jk2_init() Found child 4917 in scoreboard slot 9,a039615eb526cb5f67109ed4a1e83ca9,k2_init() Found <*>17 in scoreboard <*>
1234,1235,Mon Dec 05 07:25:55 2005,notice,jk2_init() Found child 4915 in scoreboard slot 7,1b3e415b5ecc61594fe8454b0321ab01,k2_init() Found <*>15 in scoreboard <*>
1235,1236,Mon Dec 05 07:25:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1236,1237,Mon Dec 05 07:25:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1237,1238,Mon Dec 05 07:25:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1238,1239,Mon Dec 05 07:26:00 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1239,1240,Mon Dec 05 07:26:00 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1240,1241,Mon Dec 05 07:26:00 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1241,1242,Mon Dec 05 07:31:22 2005,notice,jk2_init() Found child 4932 in scoreboard slot 6,8f05d68972cb765168340625da5da36a,k2_init() Found <*>32 in scoreboard <*>
1242,1243,Mon Dec 05 07:32:03 2005,notice,jk2_init() Found child 4938 in scoreboard slot 8,dc57503777f6233b0b8f4b372f15ff40,k2_init() Found <*>38 in scoreboard <*>
1243,1244,Mon Dec 05 07:32:03 2005,notice,jk2_init() Found child 4935 in scoreboard slot 9,1f08908dc51f922a450a852731b0dcee,k2_init() Found <*>35 in scoreboard <*>
1244,1245,Mon Dec 05 07:32:03 2005,notice,jk2_init() Found child 4936 in scoreboard slot 6,34b9276b87d340c6a09ce536763c69b5,k2_init() Found <*>36 in scoreboard <*>
1245,1246,Mon Dec 05 07:32:03 2005,notice,jk2_init() Found child 4937 in scoreboard slot 7,02fdbdd77cbc5ad40367517a1ad192dc,k2_init() Found <*>37 in scoreboard <*>
1246,1247,Mon Dec 05 07:32:06 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1247,1248,Mon Dec 05 07:32:06 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1248,1249,Mon Dec 05 07:32:06 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1249,1250,Mon Dec 05 07:32:06 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1250,1251,Mon Dec 05 07:32:06 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1251,1252,Mon Dec 05 07:32:06 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1252,1253,Mon Dec 05 07:32:06 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1253,1254,Mon Dec 05 07:32:06 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1254,1255,Mon Dec 05 07:36:19 2005,notice,jk2_init() Found child 4950 in scoreboard slot 7,248b3d33bfcaaa5652f3a23ba7036519,k2_init() Found <*>50 in scoreboard <*>
1255,1256,Mon Dec 05 07:37:47 2005,notice,jk2_init() Found child 4961 in scoreboard slot 6,b14eb9dd0e5123ac71395a5193880272,k2_init() Found <*>961 in scoreboard <*>
1256,1257,Mon Dec 05 07:37:48 2005,notice,jk2_init() Found child 4962 in scoreboard slot 7,b8bb581758dd0ef689ee803f154748a3,k2_init() Found <*>962 in scoreboard <*>
1257,1258,Mon Dec 05 07:37:48 2005,notice,jk2_init() Found child 4960 in scoreboard slot 9,3d1e3c46cf58682e24fbc5f38b8bab67,k2_init() Found <*>60 in scoreboard <*>
1258,1259,Mon Dec 05 07:37:48 2005,notice,jk2_init() Found child 4959 in scoreboard slot 8,964a46241d2225a35744b82c31f5be73,k2_init() Found <*>59 in scoreboard <*>
1259,1260,Mon Dec 05 07:37:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1260,1261,Mon Dec 05 07:37:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1261,1262,Mon Dec 05 07:37:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1262,1263,Mon Dec 05 07:37:58 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,985e90836552295eb4ea9a12fa004429,Env.init() <*>
1263,1264,Mon Dec 05 07:37:58 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1264,1265,Mon Dec 05 07:37:58 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1265,1266,Mon Dec 05 07:37:58 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1266,1267,Mon Dec 05 07:37:58 2005,error,mod_jk child workerEnv in error state 6,aa6d09039363bb96abea03e848907aed,_jk child workerEnv in error <*>
1267,1268,Mon Dec 05 07:41:07 2005,notice,jk2_init() Found child 4974 in scoreboard slot 9,296ea4a372150046444412b259bf82ab,k2_init() Found <*>74 in scoreboard <*>
1268,1269,Mon Dec 05 07:41:35 2005,notice,jk2_init() Found child 4975 in scoreboard slot 6,18ebe6920be640d3d52f806c1bc2dd55,k2_init() Found <*>75 in scoreboard <*>
1269,1270,Mon Dec 05 07:41:50 2005,notice,jk2_init() Found child 4977 in scoreboard slot 8,338a33dfffa89182158f0d1c4e776953,k2_init() Found <*>77 in scoreboard <*>
1270,1271,Mon Dec 05 07:41:50 2005,notice,jk2_init() Found child 4976 in scoreboard slot 7,7c468ff45f0f16882108be80b109cba0,k2_init() Found <*>76 in scoreboard <*>
1271,1272,Mon Dec 05 07:43:07 2005,notice,jk2_init() Found child 4984 in scoreboard slot 7,843e5b48b2068ad6a34cceb08a5d4ef7,k2_init() Found <*>4 in scoreboard <*>
